prod_id,summ_1,summ_2,summ_3,comments
B00LAGPOO0,"the book is nicely written and gives a nice idea about homestanding. however, it's described as a step-by-step guide but instead it gives general information. some of the guides and instructions need to be double-checked since they are not completely correct.","This book might be good for someone looking for an introduction to homesteading, but don't rely on it to give you all the information you need. Also, it seems like someone failed to edit it before it got published.",the book has many grammatical and logical errors which distract from the subject material. it isn't sufficient as an instruction manual; it mostly encourages people to consider homesteading but doesn't contain enough information to do so without another source of information.,
B00M179WOU,a slow story that needs more of some side characters background added. multiple grammar errors. main character seemed to not be the same person as in previous stories.,good story. characters need more back story and parts can be really random. has a lot of grammar errors.,the story idea is creative but this is poorly written. it's ending is controversial among some readers.,
B00MF8BJQE,"overall an interesting book is written in a historical/victorian era. the book has good writing, but is somewhat unbelievable at times, which is questionable with things feeling out of place at times.",it is a story about a woman and her family and her life. it talked about her struggles. you saw her develop as a character. it is worth a read.,The pace of the book is slow but it describes very well the life of a woman that tries to regain her life back in the Victorian age,
B00MN06YDM,"a romance with sex stories, a book with a short story and little plot.","The book definitely had a great sexual aspect to but, but lacked in character development and story line.","it's a well written and refreshingly engaging story with really likeable characters, but the price point is high for a short story like this one. good short story line with a lot of fun.",
B00MWDIUKU,this book is for the kindle. not so good or not so bad. the writer is not much experienced. but the book is very informative. it will be very helpful to someone who need primary idea about kindle.,THE BOOK WAS VERY USTEFUL TO MANY LEARNERS IT WAS VERY INTERESTING STORIES INCLUDED IT WAS WORTH TO THIS PRODUC,"explains how to use the kindle really well, can be repetitive. fast and useful to help learning how to use a kindle.",
B00NQ7K284,"being a high school girl simon foster a very attractive experienced high school teacher and lynora the sweetened shy of high school where she is not noticed for all her qualities, and lynn is the popular girl who outshines everyone.",the book is good and interesting. this book describes well the gap and understanding between teacher and student relationship.this book also talks about the sexual indulgence.so this book can be read only by people above 18 years of age,"the book as a pleasant storyline, it's a fascinating read but somehow short. however it lacks details.",
B001BB242E,"the charger which should have come with motorola h12 bluetooth headset is missing in box. the prduct has been already used by other. so this is already used one which is shipped by amazon.at the same time, the return process is simple with amazon. in a few of h12 headsets, there is audio problem found.","the sound quality is not up to par on this bluetooth headset, and the noise canceling feature is not very good either. the price is good, but the quality is questionable.","The Motorola H12 is a bluetooth headset. It has a cool design and the noise cancelling function works perfectly. However, it seems there is a lack of quality control because you can receive either a non functioning or already used headset. However, the return process remains simple and the price is low.",
B003GLIDRM,a great alternative for fixing an iphone 3gs screen. low price and ships fast. the screen fits perfectly and can easily be assembled by watching a few videos online. some screens that they sell may not work as intended.,"this product is usually reliable and effective, and merits a high customer satisfaction. the manufacturer will occasionally ship incorrect replacement items, though, and can be deficient in communication with customers.",This LCD screen is a perfect DIY replacement for a broken screen. It comes with tools and instruction with a fast shiiping. Be careful when install because you might risk to damage the LCD when install which you may not understand why it is not working afterward and provoke frustration. There are good Youtube tutorial to help. The product is good quality but you might prefer going with another retailer.,
B00403MNZ8,a short and free prequel written by mary janice davidson which showcases her quirky humor involving a female lead and a male plumber.,a short and free prequel which can be confusing to some. not much character development but has some funny parts.,"this free kindle book is a prequel but can be confusing if you read it first, before knowing the characters. it is a quirky and fun read.",
B0044MPB2W,This phone case is very affordable and has nice design and colors. The case is hard to to remove and since the plastic quality is not the best it can get dammaged with time but it protect your phone well.  you will get compliments on it but it is going to peel off quite quickly.,"this phone cover is an excellent buy, its design also so good but this material is good and cheap sometimes it is not fit my phone ,this pattern can so good but some paint is fault in this product. this services is so good .",the phone cover looks was awesome and pretty one. but the corner of the product is one of the drawback for this product and the grip is of very low quality,
B004EYI02S,easy to use but easy to break. not made with the best quality. seems to only work with certain phones.,The Bluetooth sound quality is good. but battery backup very low. no directions at all for its use,"This bluetooth headset has good sound quality, nice features such as noise cancelling, and come with 3 different chargers. However the plastic ear hook that maintain the headset brake easily and almost instantly making the headset almost impossible to use.",
B004RE2HS8,"This phone case is well constructed, flexible with a good grip and is somewhat protective at a great price.  It is not perfect however.  A few of the buttons are difficult to use when the case is on and the color isn't exactly as described in the ad. It will stick to your phone which may give an undesired look to the back.","while the pink case is not the exact color that shows on the pi\picture, the case is still nice, although some parts of it are flimsy.","This is an affordable good looking neon pink phone case. The material is flexible, fits easliy, and protect the phone from minor drops. be careful because the picture can be misleading especially for the color and the material type. The hold button is harder to press with the case on.",
B004ZGH062,This phone is a good quality smartphone with many nice features. You will need a data package to use it properly. The battery does not last long. The quality of the received product mainly depend on the provider.,"a smart phone and easy and simple to use, the battery does not last long.","the battery could last longer, but overall i was happy with the phone. it was a great price. the interface took some getting used to.",
B0053O8L6I,This is a low-cost phone case that has a rubber texture. The color is nice but varies and is more often burnt orange. The rubber material give a good grip but it is peeling off quite quickly. Finally it can snap off easily. ,"the phone cover tends to fit well, but can have issues snapping on properly on some phones, and can leave a couple places unprotected. it is durable, however, the paint may chip off in some places. the orange is not the same orange as seen in the description.","while there is no doubt about the quality of this product, there is a serious design flaw in it .the front side of the case doesn't cover the screen as it ought to. so much so, you can even see the edge of the screen if you observe closely. it's also loose at the sides and doesn't 'snap' onto the phone like how most cases do when the fit is perfect.",
B005DFEFDU,The story of this book is of average quality. The story tends to get boring from chatper 5.,a humor book that might not be for everyone. it is a fast read.,"the book had a good mystery line, and fun to read, the characters were interesting and amusing, and the main character was good. but the ending was totally boring and unbelievable story.",
B005JPT86S,"a simple to understand guide, easy to read and very short. with activities you can do .","it's an easy and quick read and quite refreshing. it is affordable too. however, the book lacks information and important details, the instructions present errors.",This guide about hawaii is an low-cost short book. It does not give a full in depth portrait of all activites that you can do on the islands but provdies many good free activites that a local inhabitant could do. Otherall don't expect more than the price you are paying for this book and think of completing it with an expert book.,
B005KDF8QI,this phone case was very attractive and fasion with lovely colour. however the fitness of the holes in the case was make the product more less than the productive.,The product gives the satisfaction overall with the value of money and  it fits the EVO design well. Color and material is really good and attractive available in different colors.,"This is a budget silicone phone case that has a nice pink color and offers a decent protection. That case fit wells, however you may need to buy multiple items because the material stretch and the case become loose after some time.",
B006PNKS2Q,a short book which is comparable to 50 shades of grey which can be completed in a couple of hours. lots of hot and steamy scenes as well.,this novel is short story. and reader have confused this is the first part or whole book for this fare. this novel is disappointed for the reader but little bit have fun and enjoyable stroy,This book is quick to read and it is not expensive. It includes 2 short stories that deal with an erotic romance.,2 disagreements
B006YXIF8G,"a simple and easy game to play overall, but a little different from the other, older version.",the electronic version of the frakle game is quite interesting for the beginners and will be a good time pass but for the advanced players some might feel bored.,"The Kindle version of the Farkle game looks nothing like the original. Indeed, the rules are different and playing on the Kindle is not ideal. However, it is still fun to pass the time. ",
B006ZDPPBA,a medical book that deals with plants and herbs mostly found in europe. it can be a bit difficult to find what you are looking for and has no images.,"it has the necessary information for medical purposes, however, it may be hard to read for some because of outdated language.","the book is very informative and useful but it contains less illustration, overall it gives all the information about herbs and it is good.",
B007FWO19W,"readers found that the book was extremely engaging, evoking a series of strong emotional reactions, many negative, mostly due to the political content. the results and methodology are not directly engaged with but protested against. this book was controversial to them- but still, they were highly engaged.","a political book that refers to the investigation regarding president obama's birth certificate. it's presented as a research document, but some of the facts it provides are unproven and there are a lot of spelling mistakes.",there is a general consensus of mixed opinions on this book.  some people support joe arpaio and are in favor of his investigations into the president.  others think that it is political propaganda and a waste of time.,
B0096HVJGM,"The case is cute and fits very well, but it's very thin and fragile, doesn't protect against drops, and scratches very easily.",although the cover is pretty cute and aesthetic the quality is not good and the cover isn't bulky and sturdy,"This phone case is cute, very thin and not bulky. It matches the stated description. Nonetheless, the quality of the material is not satisfactory. The product is flimsy, gets scratched very easily and will not protect your phone well when dropped. ",
B009GSEHR4,"The product is very affordable, the product doesn't reduce the quality of picture and clarity and its great for protection for screen and phone.",this is a cheaper alternative to most screen protectors out there. the quality may be lower than what most people are expecting.,"This screen protector is cheap, anti glare and fits well your phone. However, the quality is not very good and the product description can be confusing. ",
B009JBABG4,The product seems to be cute and nice looking but rather delicate and prone to breaking or to getting scratched easily,"the case design is stylish and looks good and suitable to the device, it seems affordable and good quality, packaging is good.","This phone case is cute, sturdy and will do the job at protecting your phone short term. However, it is not top notch quality, not durable and will possibly break easily.",
B00ARZIOE2,The story was short. It was a romance western. It was great for a beginner reader.,A very short story of love with good passion  but it needed some depth in characters and the story to be a novel. Good read for short story lovers but it's not for novel readers.,it's a short dramatic story for a quick read. good for reading on a plane or taxi.,2 disagreements
B00BXVHEZY,"it has easy installation and an innovative idea that leaves the bag close, but it has a small space which does not allow some bags to fit and gets in the way of organization sometimes.","Small item holder for your vehicle.  Great for small purses, wallets, cell phones, ect.  A very convenient way to store your items while driving.  It may be a little awkward to use, and you may have some trouble securing it with the straps provided.  The build quality may, or may not meet your expectations.  There is probably about a 50/50 chance that you will be happy with this item.",this product is good seems good however its fits only small and atruggling ti get into the straps.,
B00CHQOT2K,"The book is a quick read and the pages go by very fast, so dedicate some time to reading. It contains a lot of information that may be already known about the campaign, but lays it out in a calm and easy to read way.","It's a good story to read, the book contains a lot of information that for most are just theories, but they are real and described very well in the book.",Entry level and easy to read while giving detailed descriptions and painting the full picture.,
B00CKH0X2G,"in summary, the book is an adult rated story that entails some erotic story contents. it is also a bit fun and arousing to read.",Well written booked composed of five well detailed sexual consenting stories. Each short holds it's own uniqueness while continuing a world of romance and trill. This genre is more-so for the romantics who love a well told story while incorporating jumping endings.,a collection of short stories that's great for passing time. the main theme shared between each story revolves around adults becoming passionate with each other and having exciting sex. very spicy content but has a thin plot-line.,
B00CLRN47G,"a cheap and strong protection at the beginning, then it starts to give defects and to peel in a short time of use.",The case is strong and can be hard to put on due to the snug fit. The material is cheaper than the Otter Box. The color is bright and the look is stylish.,"this phone case is made of low quality materials, which corresponds to its low price. It fulfills its role of protecting the phone's screen, altough it can get damaged.",
B00CMRF9YQ,This book of the young and dumb gives an interesting read for youngsters and it gives an entertaining plot of being dumb. It is very short but cheap.,a short unsatisfying read that may make some readers seek out part two. entertaining but senseless drama about young girls and an older man. worth reading because of the cheap dollar price tag.,this book is about girls who are young and dumb. The story is interesting and does not leave the readers indifferent. Its low price compensates for the disappointed readers.,
B00CRAR2GQ,"a little hard to press the buttons on your phone, but the fit works, but the white color is dirtier.",the red bow breaks easily after not much use. buttons are hard to use. good price and looks exactly like the picture.,it is made with poor quality. so much so that the bow keeps falling off but it is also affordable in price.,
B00CX1LJJK,This phone case is cute and is of decent quality. Some imperfections may be present on the product. The case has ears that can fall off. The delivery service is satisfactory. ,"May be a poor fit for your phone. Ears come off very easily, but can be reattached. Looks somewhat different than the pictures. Shipping is faster than expected.",the ears can come off easily at times and the phone slips out as well. it is worth the small price you pay.,2 disagreements
B00CYNN4ZO,"The phone case make it hard to charge the phone and to use the touchscreen. The phone case is a good price but is hard to use for everyday uses, like talking and texting, the volume buttons are hard to use with this phone case.  It creates a nice tight seal around the phone to keep it protected from water.",this plastic case is water resistant and it provides a nice grip. it can be difficult to insert your charger when using the case. the side silence button can be hard to use also. it is not too heavy.,"This case is great if it is used extreme conditions. However, it is note suitable for a daily use. The plastic makes it difficult to use the screen and the buttons. It also deteriorates the sound quality.",
B00IY5RM04,"This short book is about a fun erotic story. Although the book doesn't have many pages, the story takes a little while to start. Recommended reading for fans of the genre.",this is an adult book as a warning. it is a quick read so it's good for something to get through an afternoon.,this book is good to read abut not enough sex scenes and its a very short erotic story,
B00K7Q8I1A,a short book about love. it ends at a cliffhanger meaning there will be another book in the future.,the book was nice to read but one have buy next book to see the ending.,"This erotic book is good overall. However, the story is short, which leads to a rushed ending that can be dissapointing. The end of the story leaves the reader waiting for a second episode.",2 disagreements
B00LADYBSS,This thriller deals with the American legal and justice system. The story is short and the vocabulary used by the author is not precise. ,a novel depicting a criminal justice / courtroom drama. the plot was very basic and did not have much of anything to draw interest or inspire me to read the whole thing.,Two criminals stand trial for a crime in this short legal thriller full of twists and surprises that stands to leave the reader hanging by a thread as they await the verdict.,2 disagreements
